lat,lon,elevation_30m
14.63888888888889,120.98055555555555,11.381991
14.63888888888889,120.98083333333334,13.446322
14.638611111111112,120.98027777777779,9.546406
14.638611111111112,120.98055555555555,12.06988
14.638611111111112,120.98083333333334,12.330258
14.638611111111112,120.98111111111112,12.401801
14.638333333333334,120.97972222222222,10.986478
14.638333333333334,120.98,12.633956
14.638333333333334,120.98027777777779,10.505887
14.638333333333334,120.98055555555555,11.695666
14.638333333333334,120.98083333333334,12.9068165
14.638333333333334,120.98111111111112,13.66147
14.638333333333334,120.98138888888889,14.468908
14.638333333333334,120.98583333333333,15.3185425
14.638055555555557,120.97916666666667,8.790942
14.638055555555557,120.97944444444445,9.698086
14.638055555555557,120.97972222222222,11.974691
14.638055555555557,120.98,11.193444
14.638055555555557,120.98027777777779,11.78073
14.638055555555557,120.98055555555555,13.6226845
14.638055555555557,120.98083333333334,14.602952
14.638055555555557,120.98111111111112,13.423428
14.638055555555557,120.98138888888889,14.044832
14.638055555555557,120.98527777777778,14.250345
14.638055555555557,120.98555555555556,14.9385
14.638055555555557,120.98583333333333,15.24943
14.638055555555557,120.98611111111111,14.477515
14.638055555555557,120.9863888888889,15.426209
14.638055555555557,120.98666666666666,13.828856
14.637777777777778,120.97916666666667,11.011099
14.637777777777778,120.97944444444445,11.137763
14.637777777777778,120.97972222222222,11.911766
14.637777777777778,120.98,11.32673
14.637777777777778,120.98027777777779,12.586017
14.637777777777778,120.98055555555555,13.287323
14.637777777777778,120.98083333333334,14.543717
14.637777777777778,120.98111111111112,14.432033
14.637777777777778,120.98138888888889,14.367549
14.637777777777778,120.98166666666667,12.870852
14.637777777777778,120.98472222222223,12.711032
14.637777777777778,120.985,12.983852
14.637777777777778,120.98527777777778,13.356717
14.637777777777778,120.98555555555556,13.829737
14.637777777777778,120.98583333333333,14.65741
14.637777777777778,120.98611111111111,14.126313
14.637777777777778,120.9863888888889,15.313699
14.637777777777778,120.98666666666666,14.977216
14.637777777777778,120.98694444444445,14.236426
14.637777777777778,120.98722222222223,15.68659
14.637777777777778,120.98750000000001,14.858589
14.637500000000001,120.97944444444445,9.942734
14.637500000000001,120.97972222222222,12.922174
14.637500000000001,120.98,13.241977
14.637500000000001,120.98027777777779,13.623604
14.637500000000001,120.98055555555555,14.009313
14.637500000000001,120.98083333333334,14.978083
14.637500000000001,120.98111111111112,14.092943
14.637500000000001,120.98138888888889,13.230975
14.637500000000001,120.98166666666667,12.485911
14.637500000000001,120.98194444444445,9.984438
14.637500000000001,120.98444444444445,12.867958
14.637500000000001,120.98472222222223,12.911809
14.637500000000001,120.985,13.445603
14.637500000000001,120.98527777777778,13.702752
14.637500000000001,120.98555555555556,14.190006
14.637500000000001,120.98583333333333,16.251465
14.637500000000001,120.98611111111111,16.572962
14.637500000000001,120.9863888888889,15.507541
14.637500000000001,120.98666666666666,15.7445135
14.637500000000001,120.98694444444445,16.514935
14.637500000000001,120.98722222222223,16.377235
14.637500000000001,120.98750000000001,15.59686
14.637500000000001,120.98777777777778,16.712563
14.637500000000001,120.98805555555556,16.983414
14.637500000000001,120.98833333333334,16.770254
14.637222222222222,120.97944444444445,11.193386
14.637222222222222,120.97972222222222,12.452878
14.637222222222222,120.98,14.386072
14.637222222222222,120.98027777777779,13.314226
14.637222222222222,120.98055555555555,15.009106
14.637222222222222,120.98083333333334,14.571457
14.637222222222222,120.98111111111112,12.877933
14.637222222222222,120.98138888888889,12.947161
14.637222222222222,120.98166666666667,11.843082
14.637222222222222,120.98194444444445,10.682365
14.637222222222222,120.9838888888889,7.415952
14.637222222222222,120.98416666666667,11.679792
14.637222222222222,120.98444444444445,12.39411
14.637222222222222,120.98472222222223,12.711388
14.637222222222222,120.985,12.929429
14.637222222222222,120.98527777777778,13.076365
14.637222222222222,120.98555555555556,14.360886
14.637222222222222,120.98583333333333,17.644323
14.637222222222222,120.98611111111111,15.388725
14.637222222222222,120.9863888888889,15.168643
14.637222222222222,120.98666666666666,16.357399
14.637222222222222,120.98694444444445,16.220604
14.637222222222222,120.98722222222223,14.995163
14.637222222222222,120.98750000000001,16.735062
14.637222222222222,120.98777777777778,16.192999
14.637222222222222,120.98805555555556,17.762207
14.637222222222222,120.98833333333334,15.376021
14.637222222222222,120.98861111111111,14.821474
14.637222222222222,120.9888888888889,15.9776
14.637222222222222,120.98916666666668,16.943054
14.636944444444445,120.97944444444445,12.482713
14.636944444444445,120.97972222222222,12.5339155
14.636944444444445,120.98,14.748206
14.636944444444445,120.98027777777779,14.677991
14.636944444444445,120.98055555555555,14.486466
14.636944444444445,120.98083333333334,15.776896
14.636944444444445,120.98111111111112,14.352414
14.636944444444445,120.98138888888889,14.385483
14.636944444444445,120.98166666666667,12.329609
14.636944444444445,120.98194444444445,11.711418
14.636944444444445,120.98333333333333,9.282198
14.636944444444445,120.98361111111112,9.46139
14.636944444444445,120.9838888888889,10.490297
14.636944444444445,120.98416666666667,11.641734
14.636944444444445,120.98444444444445,13.632981
14.636944444444445,120.98472222222223,13.230818
14.636944444444445,120.985,16.482468
14.636944444444445,120.98527777777778,16.137476
14.636944444444445,120.98555555555556,15.349618
14.636944444444445,120.98583333333333,16.281773
14.636944444444445,120.98611111111111,14.94913
14.636944444444445,120.9863888888889,14.60764
14.636944444444445,120.98666666666666,14.985308
14.636944444444445,120.98694444444445,15.599686
14.636944444444445,120.98722222222223,16.216253
14.636944444444445,120.98750000000001,16.174667
14.636944444444445,120.98777777777778,15.925297
14.636944444444445,120.98805555555556,15.850845
14.636944444444445,120.98833333333334,15.082325
14.636944444444445,120.98861111111111,15.093604
14.636944444444445,120.9888888888889,15.096557
14.636944444444445,120.98916666666668,15.022519
14.636944444444445,120.98944444444444,15.571408
14.636944444444445,120.98972222222223,15.415541
14.636944444444445,120.99000000000001,16.1041
14.636666666666667,120.97972222222222,11.976369
14.636666666666667,120.98,13.919613
14.636666666666667,120.98027777777779,14.921628
14.636666666666667,120.98055555555555,15.385634
14.636666666666667,120.98083333333334,14.025234
14.636666666666667,120.98111111111112,13.599099
14.636666666666667,120.98138888888889,12.955303
14.636666666666667,120.98166666666667,12.798934
14.636666666666667,120.98194444444445,13.422098
14.636666666666667,120.98222222222223,9.170944
14.636666666666667,120.98277777777778,7.655739
14.636666666666667,120.98305555555557,7.3094935
14.636666666666667,120.98333333333333,9.238268
14.636666666666667,120.98361111111112,11.524354
14.636666666666667,120.9838888888889,11.636426
14.636666666666667,120.98416666666667,11.951665
14.636666666666667,120.98444444444445,14.114288
14.636666666666667,120.98472222222223,13.504077
14.636666666666667,120.985,16.2464
14.636666666666667,120.98527777777778,15.843041
14.636666666666667,120.98555555555556,14.611488
14.636666666666667,120.98583333333333,14.165102
14.636666666666667,120.98611111111111,14.009309
14.636666666666667,120.9863888888889,13.87013
14.636666666666667,120.98666666666666,14.616904
14.636666666666667,120.98694444444445,15.238483
14.636666666666667,120.98722222222223,15.837691
14.636666666666667,120.98750000000001,15.950964
14.636666666666667,120.98777777777778,16.599047
14.636666666666667,120.98805555555556,15.544361
14.636666666666667,120.98833333333334,15.26813
14.636666666666667,120.98861111111111,15.055646
14.636666666666667,120.9888888888889,15.096773
14.636666666666667,120.98916666666668,14.529489
14.636666666666667,120.98944444444444,15.061262
14.636666666666667,120.98972222222223,15.198837
14.636666666666667,120.99000000000001,15.545964
14.636666666666667,120.99027777777778,15.202435
14.636666666666667,120.99055555555556,16.442516
14.636666666666667,120.99083333333334,16.678234
14.63638888888889,120.97972222222222,11.403746
14.63638888888889,120.98,13.179932
14.63638888888889,120.98027777777779,14.422514
14.63638888888889,120.98055555555555,15.03855
14.63638888888889,120.98083333333334,14.669462
14.63638888888889,120.98111111111112,12.510662
14.63638888888889,120.98138888888889,13.626383
14.63638888888889,120.98166666666667,11.839745
14.63638888888889,120.98194444444445,11.764752
14.63638888888889,120.98222222222223,10.041999
14.63638888888889,120.9825,9.339183
14.63638888888889,120.98277777777778,7.360563
14.63638888888889,120.98305555555557,9.781436
14.63638888888889,120.98333333333333,13.073249
14.63638888888889,120.98361111111112,14.1304245
14.63638888888889,120.9838888888889,13.818241
14.63638888888889,120.98416666666667,12.391303
14.63638888888889,120.98444444444445,13.768216
14.63638888888889,120.98472222222223,14.652303
14.63638888888889,120.985,14.424279
14.63638888888889,120.98527777777778,14.242917
14.63638888888889,120.98555555555556,15.518988
14.63638888888889,120.98583333333333,16.387579
14.63638888888889,120.98611111111111,16.025827
14.63638888888889,120.9863888888889,15.526921
14.63638888888889,120.98666666666666,14.709165
