id,thumb_kind,captured_at,camera_type,sequence,lat,lon,width,height,face,yaw_deg,pitch_deg,hfov_deg,split
158566543242175,2048,1646714236797,fisheye,r89ipk3wXZ0VuQSgYaPs4G,14.595125847906,121.01584684529,3840,2160,,,,,train
880027542546962,2048,1581221659523,fisheye,9tljf3dvqkt86n1bk8t8v9,14.617426785791,120.9649631533,3840,2160,,,,,train
2140395493000049,2048,1712479956800,perspective,9o0uRfVkKa8McZB4iSOw5g,14.56401264026,121.01552978141,3840,2160,,,,,train
483232044648020,2048,1714910757000,spherical,pjnOtl617Hgzeau02ZGrYs,14.628419648636,121.02293341017,1024,1024,left,190.51237700457,-10.0,80.0,train
935356627256701,2048,1563104686000,perspective,WX9nL4mGv3GfwmBEhqKg6g,14.581846598404,120.97352983387,4000,3000,,,,,train
659957535106910,2048,1646728093299,fisheye,ypTkZ9gBrQ7m0L6duvMDIN,14.602344515922,121.01108943611,3840,2160,,,,,train
334067122873228,2048,1714987180000,spherical,Jh1GqYpIl0EDa5P4dZFUeV,14.623344315462,120.98391404614,1024,1024,forward,243.42536194762,-10.0,80.0,train
969327708218364,2048,1712387061000,perspective,UmXyVDhP3F0Als1BxJIbEC,14.55664869972,120.98428403268,3840,2160,,,,,train
383247236734402,2048,1646611590795,fisheye,N4HF2ayil9qAupojeBVDrW,14.578425805825,120.97818720511,3840,2160,,,,,train
522225506204572,2048,1646637738790,fisheye,NtLgfK0HCXZJFU8rl1vTyB,14.587654892138,121.00196435527,3840,2160,,,,,train
508467614242308,2048,1646545465800,fisheye,pafgEDmGuriPWKHjTwk3V0,14.614253209486,120.96938033007,3840,2160,,,,,train
1860282234459798,2048,1714980389000,perspective,AmCv7eodYyBEK5PXqaFO0r,14.641112017101,120.97567258515,3840,2160,,,,,train
466216099218006,2048,1712474808400,perspective,NFZbXsCvyzHPtTneiRuB4c,14.594323184271,120.96139498021,3840,2160,,,,,train
7406762742783562,2048,1712645164800,perspective,2QReAIGD6kswSvg8BEZjoz,14.619664774359,121.00393373324,3840,2160,,,,,train
1114989338906588,2048,1535782518552,perspective,TT-sBKqEROCgh_X3jYzpPA,14.61417548202,120.98896676438,4128,3096,,,,,train
957068702761935,2048,1712549935000,perspective,wVFzixJ7E6qCo5dAN2aQHp,14.57275332072,121.00723553108,3840,2160,,,,,train
111773837652914,2048,1581224221022,fisheye,xp2fu5ar0qgp5nhk8vi4ql,14.631285053733,120.97448889602,3840,2160,,,,,train
1894403260995797,2048,1712539014000,perspective,GziSCYbfaOAwTyXIxj6pQ4,14.56051267942,121.01259135329,3840,2160,,,,,train
486567927397028,2048,1715160347000,spherical,tjUlqo8N1ivw30Dzn2fRpV,14.626603007294,120.99306147149,1024,1024,left,230.90308891379,-10.0,80.0,train
139019752008781,2048,1646704448797,fisheye,ehTYQGaPuJ5ipFgA6cN9Lw,14.614099348387,121.0121998225,3840,2160,,,,,train
343593401057953,2048,1646658231000,spherical,XFbZgozuTfYcyICHlsqxQD,14.633095302533,121.01491968677,1024,1024,forward,0.0,-10.0,80.0,train
705988914172668,2048,1646673546000,spherical,xJyOZbdEfe5a8iIT6YzwNX,14.610063532648,120.99310434451,1024,1024,left,-90.0,-10.0,80.0,train
719426135722820,2048,1646786317791,fisheye,AP738quIwZWUmSNjFvkVl6,14.573012853699,121.00768580384,3840,2160,,,,,train
447739627916997,2048,1712556589000,perspective,5ZSGC6OjD9WLoNm43FKuvU,14.601013214986,121.00529824699,3840,2160,,,,,train
291963249265313,2048,1605791825000,equirectangular,1WmIhthHhLxmR0ACn9pvia,14.595997156878,121.00150385572,1024,1024,right,90.0,-10.0,80.0,train
359689012867407,2048,1646639713794,fisheye,8bZ2SQjOU3uowxfMPB14Lr,14.605490766163,120.99059190675,3840,2160,,,,,train
158348846600064,2048,1646452982296,fisheye,Y0A6xEMdpivwjLznUb3mFf,14.637234096895,121.00335858647,3840,2160,,,,,train
1006028554577216,2048,1714884790000,perspective,iWNzdGD4p3ULfHXAqPQKg1,14.598023,120.969833,3840,2160,,,,,train
495917152961850,2048,1715160259000,spherical,2VLAQ3Ic7EhBNZGlubgKsn,14.624668505267,120.9938280706,1024,1024,left,-43.612151990699,-10.0,80.0,train
1212046710204012,2048,1712588129000,spherical,zrOWVv3dxf15eRMHIFnTpa,14.600198414563,121.01700776837,1024,1024,left,170.04737240686,-10.0,80.0,train
1475183130036912,2048,1715134295000,perspective,XcG6yVZnKxq4BAefT2wUid,14.63373821718,120.99777345821,3840,2160,,,,,train
