id,thumb_kind,captured_at,camera_type,sequence,lat,lon,width,height,face,yaw_deg,pitch_deg,hfov_deg,split
397678605531701,2048,1646453752293,fisheye,VNxqPDKwlgXmkHov0G5QFR,14.634589956088,120.99258411995,3840,2160,,,,,train
451700017510435,2048,1712476779800,perspective,SnX7KWp4NUuszPjfowL3mE,14.578121009645,121.01522210548,3840,2160,,,,,train
724599879676112,2048,1712476887200,perspective,ivBJx9WKOA6SnPUrmkbT0R,14.57858046652,121.01553985044,3840,2160,,,,,train
1293174945421204,2048,1714879838000,perspective,SyVPnzI7thcKdW5ulxX6Lg,14.614028350997,121.01971612696,3840,2160,,,,,train
2701408866684478,2048,1712541673000,perspective,yQqtOXwv41sZNlFW6Cxdfi,14.583135800859,120.983789086,3840,2160,,,,,train
890101429551136,2048,1712392211600,perspective,EGtTdsSP92i5bgLqlue6Za,14.56052328228,120.99851493637,3840,2160,,,,,train
447159558054169,2048,1712557560800,perspective,Vo704uQbpNyFkAOlrGaWdq,14.602134918069,121.0116550955,3840,2160,,,,,train
970210673756147,2048,1561279699000,perspective,020XWONIhNJBMVXdPg6xjg,14.573742376505,121.02796274949,4000,3000,,,,,train
1002894754544957,2048,1712466042200,perspective,rBh8DvsVHnew30laFAuCyf,14.579851856892,121.0261829506,3840,2160,,,,,train
304893808415356,2048,1646474387000,spherical,VRTqHrO4FxbsyJSCQZBDti,14.609683671309,120.96121464229,1024,1024,left,-90.0,-10.0,80.0,train
771971197118432,2048,1646716597292,fisheye,w6soyj4TBUqet1vKPQgdSA,14.619244252435,121.01505414534,3840,2160,,,,,train
288430579377162,2048,1534919156091,perspective,d_VBRzFvQqSDhwj7xYqouA,14.590591558291,120.99945548744,4128,3096,,,,,train
1403969953350745,2048,1646698745299,fisheye,ZfhO51BtFn7laQ6SMIvRkU,14.641023588776,121.02125004587,3840,2160,,,,,train
2403696646436080,2048,1646807009291,fisheye,4snKoAxNPmDwgYkrUOZdJR,14.575705409739,121.02507400423,3840,2160,,,,,train
802552950434662,2048,1606896050000,equirectangular,iri8k5ld1RLNYk2aVvSshC,14.636630811271,121.02556058508,1024,1024,right,90.0,-10.0,80.0,train
473579291815002,2048,1712645967000,perspective,JCcb1Mh9EiqFwxRdWDp3HT,14.619874595783,121.00775338947,3840,2160,,,,,train
852889860192483,2048,1712465315200,perspective,TnN2PmLvdAcigZO5JYBbGx,14.586971637471,121.02083261549,3840,2160,,,,,train
333045722208434,2048,1646453258292,fisheye,wrsaAC8TJODFMq5p2zhS79,14.636342255936,120.99320876144,3840,2160,,,,,train
821245682861550,2048,1715168535000,spherical,5T9LpFbGSl7ywukrtiAcCI,14.628814845849,120.99106289659,1024,1024,left,10.9474380036,-10.0,80.0,train
4585991494747774,2048,1618615074099,perspective,pqjfmvrh0b4q2lh33rcid5,14.569976967139,120.98911392569,3264,2448,,,,,train
2722355917927902,2048,1712675394000,spherical,WAs89UGobXIwuqgp0jQZT4,14.620308585417,121.01132682076,1024,1024,left,-7.561168390488007,-10.0,80.0,train
999938188338849,2048,1715132861000,perspective,JayOoPzApvMYmftG9xIjg7,14.618675331326,121.00237003375,3840,2160,,,,,train
984673002832236,2048,1715098319000,spherical,nUc2DNSYyqs8kAhvx95eIO,14.6318833,121.02216649997,1024,1024,left,-34.812650948683,-10.0,80.0,train
1025049722377298,2048,1712650560000,spherical,hvplIwVb21kXWa4exiCRgU,14.578027949523,120.99332393495,1024,1024,forward,336.79267224977,-10.0,80.0,train
525466855493856,2048,1574615627000,perspective,5TPCOEDVPPQdvkWh0UF-Hw,14.590832616029,120.98630847754,4000,3000,,,,,train
922752259106826,2048,1673874862000,spherical,8QXoWtC2iBdhlAZMKeukwD,14.63289456386,120.97766670449,1024,1024,left,-90.0,-10.0,80.0,train
956622232826225,2048,1712548343800,perspective,oQrjVK30fHuP12bciLkdS5,14.587524402212,120.99365063509,3840,2160,,,,,train
7756277584467299,2048,1715069648000,spherical,Ve0j28qFBxNY5HiydW3ELU,14.640159275168,120.96367906354,1024,1024,forward,58.195522294916,-10.0,80.0,train
995918572236168,2048,1714906141000,spherical,sFlpHdvmTGMVX1wDtkjO97,14.615439090425,120.98593308283,1024,1024,right,366.64089505767,-10.0,80.0,train
561907288470242,2048,1646467765295,,6UehTG5QZXbwEJpB4zLsvn,,,3840,2160,,,,,train
850888927081946,2048,1714998432000,spherical,MG6NcXTVKdqoreWbkPJF1i,14.62359435674,120.9642778119,1024,1024,right,257.3013685054,-10.0,80.0,train
588721788825337,2048,1631795855000,spherical,pKkrgf6NEh18udO3nXlA4i,14.594444444444,120.97979444444,1024,1024,right,90.0,-10.0,80.0,train
217195299880986,2048,1540368759455,perspective,WpND_JfLSKKUV-Qgx1rPJw,14.609520989039,121.02289829924,4128,3096,,,,,train
492976030079806,2048,1714911479000,spherical,peMbnCfjikPwur6S7Xl59o,14.614005283698,120.97665421504,1024,1024,right,424.18354144179,-10.0,80.0,train
2131748290558939,2048,1714888436000,perspective,vF4oIeQ7ikCVM2xHKTOpyr,14.59156,120.970394,3840,2160,,,,,train
1490842768185748,2048,1712579294000,spherical,Yz2VrSZfQ1tB4s87Uygkde,14.591067550117,121.00744627618,1024,1024,forward,90.28618119871,-10.0,80.0,train
305173981639285,2048,1646485274000,spherical,2iPz6aUeWENkvhTlVdI8pf,14.619778316216,120.99725989066,1024,1024,right,90.0,-10.0,80.0,train
1002337811604828,2048,1714983608000,spherical,2NUQckEyzjFfsetWSIJ0Gn,14.614507290909,120.99357593031,1024,1024,left,-41.260374237593,-10.0,80.0,train
142965871556450,2048,1646539988291,,AXczD971W2eF0i3BmtgILC,,,3840,2160,,,,,train
2017938821981335,2048,1714921508000,spherical,ZHNIBwy1jdch0tJYkmql3r,14.636814382428,121.01526949273,1024,1024,left,117.91179825191,-10.0,80.0,train
1371329400197218,2048,1712468170000,perspective,aFngZOPcoKv6HU9qd8SNLy,14.588600882167,121.02863607654,3840,2160,,,,,train
1407975009873970,2048,1712622113000,perspective,UHoMkus1vq3Dj7gyAVC902,14.599853341135,121.01688090764,3840,2160,,,,,train
483484544276923,2048,1714919405000,spherical,5mlEUeyptCuRHP8XbS4YkQ,14.614771952736,120.97190757855,1024,1024,right,95.8773684530082,-10.0,80.0,train
650402439396603,2048,1647042940792,fisheye,VKxbYOGAr0UHgIZRSw8eyT,14.632935616367,121.01949883174,3840,2160,,,,,train
498787921626997,2048,1646453482299,fisheye,BXC1YSlnboQOqvK7kzLfR0,14.641179693182,120.99181478644,3840,2160,,,,,train
2944420392439271,2048,1581222482522,fisheye,wa1bfdr4vk0edob7nmhn0f,14.623064320292,120.9610392592,3840,2160,,,,,train
5538198362919630,2048,1581826626023,fisheye,m0hazl4jh98nrxs2zgb6ly,14.638630023587,120.9648301314,3840,2160,,,,,train
105138192116737,2048,1646704935797,fisheye,oiTEV3ey8mWfg9SxCnOhLA,14.609372258115,121.01005357759,3840,2160,,,,,train
1022230085243387,2048,1631199287000,spherical,o3s6FTx2di4NmawpYKLUz0,14.63107446325,120.96743532051,1024,1024,right,90.0,-10.0,80.0,train
2388708647988188,2048,1712627696000,perspective,r6GQiPH9JMRbDTlXk7dvB5,14.602352595919,121.00563577791,3840,2160,,,,,train
8213187625391975,2048,1714869751000,perspective,S7H8ws4gahmiWlnDxoIqOf,14.600373033151,120.97525029052,3840,2160,,,,,train
387597487671572,2048,1714917805000,spherical,phrALlgjKas9GdkiC5FxVe,14.606077127657,120.97469174657,1024,1024,left,149.43624403741,-10.0,80.0,train
1212052759311735,2048,1574597943000,perspective,CSdv082oSIoG3JWeTSZEIw,14.590719470754,120.97040024174,4000,3000,,,,,train
1157555231679884,2048,1646472922791,fisheye,4JyhxW30L6gsvPMartRnlE,14.592034198247,120.98008848898,3840,2160,,,,,train
2436413403415220,2048,1712543318000,perspective,7g91OvRey4IdwBNXHiSDcz,14.568418919991,121.00310647139,3840,2160,,,,,train
498710739346034,2048,1715097233000,spherical,X51QN8duOYhakjpKo3StRW,14.641628075502,120.99272873697,1024,1024,left,114.34926236239,-10.0,80.0,train
1060093382303920,2048,1714952652000,perspective,NXi4RynbA3KEgTxHwkFU8s,14.605876443669,120.98820182379,3840,2160,,,,,train
150403120789726,2048,1646469489294,fisheye,gpSxEenoOJkvlmCFwitVPy,14.573726077196,120.98276697521,3840,2160,,,,,train
298148612466166,2048,1646699303300,fisheye,wOSC2NkhH4pYGBK17eIF3t,14.605810941493,120.98857371862,3840,2160,,,,,train
8272839536079895,2048,1715155923000,perspective,WkvhXGVFPOa421oEimSU3I,14.628405,121.013029,3840,2160,,,,,train
805663231134972,2048,1712472749200,perspective,nZNFBbJzW1y0RKldDGEcfq,14.591948268228,120.97469053812,3840,2160,,,,,train
970306930955912,2048,1712476303600,perspective,o9zkBCKMWJSwO0bgfYrHPQ,14.591103226414,120.95412999287,3840,2160,,,,,train
1542890759943819,2048,1714911067000,spherical,peMbnCfjikPwur6S7Xl59o,14.618814272547,120.97619679874,1024,1024,right,286.92684939405,-10.0,80.0,train
1079968359763169,2048,1712464545200,perspective,U3asXoul0Bht7e5OFiwdAG,14.581347647047,121.01909975131,3840,2160,,,,,train
7832142583566636,2048,1714965461000,perspective,HaLsAlZMif30ySmcWpudBr,14.605573,120.969091,3840,2160,,,,,train
465090127830581,2048,1631282931000,spherical,3drVg9YPpkmhEi17HwGlxB,14.591223310475,120.95961096125,1024,1024,forward,0.0,-10.0,80.0,train
